"","income","age","capital_gain","capital_loss","hours_per_week","workclass","education","marital.status","occupation","relationship","race","sex","native.country"
"16116","0",36,"None","Low",45," Private"," Associates","Never-Married"," High-Service"," Not-in-family","White"," Male","United-States"
"16117","0",58,"None","None",25," Private"," HS-Graduate","Never-Married"," Service"," Other-relative","White"," Male","United-States"
"16119","0",36,"None","None",45," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16120","0",29,"None","None",45," Private"," Masters","Married"," Management"," Husband","White"," Male","Western-Developed"
"16121","0",49,"Low","None",45," Self-Employed"," Bachelors","Not-Married"," High-Service"," Unmarried","White"," Male","United-States"
"16122","0",43,"None","None",17," Other-gov"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16123","0",46,"None","None",40," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"16124","0",43,"None","None",12," Other-gov"," HS-Graduate","Never-Married"," Management"," Not-in-family","White"," Female","United-States"
"16125","0",40,"None","None",40," Private"," Associates","Not-Married"," Blue-Collar"," Unmarried","White"," Female","United-States"
"16126","0",43,"None","None",40," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16127","0",48,"None","None",32," Private"," HS-Graduate","Widowed"," Administration"," Not-in-family","White"," Female","United-States"
"16128","0",26,"None","None",28," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Own-child","Black"," Male","United-States"
"16129","0",30,"None","None",35," Private"," Associates","Married"," Administration"," Wife","White"," Female","United-States"
"16130","0",43,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Not-in-family","Black"," Male","United-States"
"16131","0",53,"None","None",40," Other-gov"," HS-Graduate","Married"," Service"," Husband","Black"," Male","United-States"
"16132","0",74,"None","None",16," Other-gov"," HS-Graduate","Not-Married"," Sales"," Not-in-family","White"," Male","United-States"
"16134","0",32,"None","None",10," Other-gov"," Dropout","Never-Married"," Blue-Collar"," Own-child","White"," Female","United-States"
"16136","0",24,"Low","None",40," Other-gov"," HS-Graduate","Never-Married"," Service"," Unmarried","Other"," Male","United-States"
"16137","0",63,"None","None",35," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"16138","0",25,"None","None",35," Other-gov"," HS-Graduate","Never-Married"," Administration"," Own-child","Black"," Female","United-States"
"16139","0",37,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","Black"," Male","United-States"
"16140","0",28,"None","None",40," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","Western-Developed"
"16141","0",31,"None","None",40," Private"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"16142","0",52,"None","None",60," Private"," Bachelors","Not-Married"," Sales"," Not-in-family","White"," Male","United-States"
"16143","0",26,"None","None",40," Private"," HS-Graduate","Never-Married"," Sales"," Own-child","White"," Male","United-States"
"16145","0",17,"None","None",14," Private"," Dropout","Never-Married"," Service"," Own-child","White"," Female","United-States"
"16146","0",27,"None","None",40," Private"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"16147","0",35,"None","None",50," Private"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"16148","0",17,"None","None",16," Private"," Dropout","Never-Married"," Service"," Own-child","White"," Male","United-States"
"16149","0",22,"None","None",35," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Female","United-States"
"16150","0",33,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16151","0",26,"None","None",40," Private"," HS-Graduate","Married"," Administration"," Wife","White"," Female","United-States"
"16152","0",21,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","Black"," Female","United-States"
"16153","0",19,"None","None",20," Private"," HS-Graduate","Never-Married"," Sales"," Own-child","White"," Female","United-States"
"16154","0",22,"None","None",35," Private"," Bachelors","Never-Married"," Administration"," Own-child","White"," Female","United-States"
"16155","0",28,"None","None",40," Private"," Bachelors","Never-Married"," Management"," Own-child","White"," Male","United-States"
"16156","0",29,"None","None",35," Private"," HS-Graduate","Married"," Administration"," Wife","Asian"," Female","Asia-Frontier"
"16157","0",22,"None","None",30," Private"," HS-Graduate","Never-Married"," Service"," Not-in-family","White"," Female","United-States"
"16158","0",47,"None","None",45," Self-Employed"," HS-Graduate","Not-Married"," Service"," Not-in-family","White"," Female","United-States"
"16159","0",60,"None","None",27," Private"," HS-Graduate","Widowed"," Sales"," Unmarried","White"," Female","United-States"
"16160","0",62,"None","None",40," Private"," HS-Graduate","Widowed"," Administration"," Not-in-family","White"," Female","United-States"
"16161","0",59,"None","None",40," Private"," HS-Graduate","Widowed"," Blue-Collar"," Not-in-family","White"," Female","United-States"
"16162","0",41,"None","None",40," Private"," HS-Graduate","Not-Married"," Service"," Unmarried","White"," Female","South-America-Emerging"
"16163","0",31,"None","None",37," Private"," HS-Graduate","Married"," Administration"," Wife","White"," Female","United-States"
"16164","0",18,"None","None",40," Private"," HS-Graduate","Never-Married"," Administration"," Own-child","White"," Female","United-States"
"16165","0",64,"None","None",50," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16166","0",51,"None","None",65," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16167","0",47,"None","None",35," Self-Employed"," Bachelors","Never-Married"," Sales"," Not-in-family","White"," Male","United-States"
"16168","0",32,"None","None",40," Private"," HS-Graduate","Married"," Service"," Wife","Other"," Female","United-States"
"16169","0",39,"None","None",43," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","South-America-Emerging"
"16170","0",37,"None","None",48," Private"," Associates","Not-Married"," Management"," Not-in-family","White"," Female","United-States"
"16171","0",29,"None","None",40," Private"," HS-Graduate","Never-Married"," Service"," Own-child","White"," Female","United-States"
"16172","0",44,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","Other"," Male","United-States"
"16175","0",61,"None","None",40," Private"," Dropout","Not-Married"," Service"," Not-in-family","White"," Male","United-States"
"16176","0",30,"None","None",50," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"16177","0",61,"None","None",40," Self-Employed"," Dropout","Married"," Service"," Husband","White"," Male","United-States"
"16178","0",32,"None","None",40," Private"," Associates","Never-Married"," Administration"," Not-in-family","White"," Female","United-States"
"16179","0",37,"None","None",40," Private"," HS-Graduate","Not-Married"," Sales"," Not-in-family","White"," Male","United-States"
"16180","0",53,"None","None",45," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16181","0",29,"None","None",45," Private"," Associates","Never-Married"," Sales"," Not-in-family","Black"," Male","United-States"
"16182","0",48,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16183","0",28,"None","None",40," Private"," Masters","Never-Married"," Service"," Not-in-family","White"," Female","United-States"
"16184","0",18,"None","None",20," Private"," HS-Graduate","Never-Married"," Service"," Own-child","White"," Female","United-States"
"16185","0",60,"None","None",40," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16187","0",19,"None","None",10," Private"," HS-Graduate","Never-Married"," Administration"," Own-child","White"," Male","United-States"
"16188","0",18,"None","None",25," Private"," Dropout","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"16189","0",33,"None","None",40," Private"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"16190","0",33,"None","None",40," Private"," HS-Graduate","Not-Married"," Service"," Unmarried","White"," Female","United-States"
"16191","0",29,"None","None",45," Private"," Masters","Never-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"16192","0",37,"None","None",45," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"16194","0",28,"None","High",35," Private"," Dropout","Widowed"," Administration"," Unmarried","White"," Female","United-States"
"16195","0",23,"None","None",35," Private"," HS-Graduate","Never-Married"," Service"," Own-child","White"," Female","United-States"
"16196","0",47,"None","None",40," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16197","0",21,"None","None",35," Private"," HS-Graduate","Never-Married"," Service"," Own-child","White"," Male","United-States"
"16198","0",19,"None","None",12," Private"," HS-Graduate","Never-Married"," Service"," Own-child","White"," Female","United-States"
"16199","0",35,"Low","None",40," Private"," Dropout","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"16200","0",50,"None","None",40," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16201","0",20,"None","None",6," Private"," HS-Graduate","Never-Married"," Sales"," Own-child","White"," Female","United-States"
"16202","0",17,"None","None",16," Private"," Dropout","Never-Married"," Administration"," Own-child","White"," Female","United-States"
"16203","0",33,"None","Low",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16205","0",53,"None","None",50," Self-Employed"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"16206","0",62,"None","None",35," Self-Employed"," Masters","Married"," Sales"," Husband","White"," Male","United-States"
"16207","0",35,"None","None",40," Private"," HS-Graduate","Not-Married"," Service"," Not-in-family","Black"," Male","United-States"
"16208","0",27,"None","None",43," Private"," Bachelors","Never-Married"," Administration"," Not-in-family","White"," Female","United-States"
"16209","0",23,"None","None",50," Private"," HS-Graduate","Never-Married"," Service"," Own-child","White"," Male","United-States"
"16210","0",27,"None","Low",45," Private"," Masters","Never-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"16211","0",39,"None","None",40," Private"," Associates","Not-Married"," Administration"," Unmarried","White"," Female","United-States"
"16212","0",25,"None","None",38," Private"," Bachelors","Married"," Administration"," Wife","Black"," Female","United-States"
"16213","0",24,"None","None",20," Private"," HS-Graduate","Never-Married"," Management"," Not-in-family","Black"," Female","United-States"
"16214","0",23,"None","None",40," Private"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"16215","0",30,"None","None",38," Private"," Bachelors","Married"," High-Service"," Wife","White"," Female","United-States"
"16216","0",34,"None","None",45," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Not-in-family","White"," Male","Western-Emerging"
"16217","0",32,"None","None",40," Private"," Dropout","Not-Married"," Blue-Collar"," Unmarried","White"," Female","United-States"
"16218","0",18,"None","Low",23," Private"," Dropout","Never-Married"," Service"," Own-child","Black"," Male","United-States"
"16219","0",20,"None","None",35," Private"," Associates","Never-Married"," Sales"," Not-in-family","Black"," Female","United-States"
"16220","0",18,"None","None",20," Private"," Dropout","Never-Married"," Service"," Own-child","White"," Female","United-States"
"16221","0",41,"None","None",40," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16222","0",21,"None","None",50," Private"," Associates","Never-Married"," Service"," Not-in-family","White"," Female","United-States"
"16223","0",61,"None","None",30," Private"," HS-Graduate","Not-Married"," Service"," Not-in-family","White"," Female","United-States"
"16224","0",30,"None","None",48," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16225","0",47,"None","None",38," Private"," HS-Graduate","Not-Married"," Administration"," Not-in-family","White"," Female","United-States"
"16226","0",19,"None","None",10," Private"," HS-Graduate","Never-Married"," Administration"," Own-child","White"," Female","United-States"
"16227","0",29,"None","None",55," Private"," HS-Graduate","Never-Married"," Administration"," Not-in-family","White"," Female","United-States"
"16228","0",34,"None","None",60," Other-gov"," Associates","Married"," High-Service"," Husband","White"," Male","United-States"
"16229","0",42,"Low","None",45," Self-Employed"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"16230","0",26,"None","None",40," Private"," Dropout","Never-Married"," Blue-Collar"," Other-relative","Black"," Male","South-America-Emerging"
"16231","0",20,"None","None",15," Other-gov"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16232","0",20,"None","None",20," Private"," HS-Graduate","Never-Married"," Service"," Own-child","White"," Female","United-States"
"16233","0",27,"None","None",50," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"16234","0",39,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"16235","0",33,"None","None",49," Private"," HS-Graduate","Never-Married"," Administration"," Not-in-family","White"," Male","United-States"
"16236","0",42,"None","None",32," Private"," Associates","Married"," Administration"," Husband","White"," Male","United-States"
"16237","0",23,"None","None",25," Private"," HS-Graduate","Never-Married"," Administration"," Own-child","White"," Male","United-States"
"16238","0",27,"None","None",60," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"16239","0",43,"None","None",35," Self-Employed"," HS-Graduate","Not-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"16240","0",23,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16241","0",40,"None","None",44," Other-gov"," Masters","Not-Married"," High-Service"," Unmarried","White"," Female","United-States"
"16242","0",30,"None","None",40," Private"," HS-Graduate","Never-Married"," Sales"," Other-relative","White"," Male","United-States"
"16243","0",59,"None","None",40," Private"," Dropout","Married"," Blue-Collar"," Husband","Amer-Indian"," Male","United-States"
"16244","0",65,"Low","None",40," Self-Employed"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"16245","0",28,"None","None",60," Private"," Masters","Married"," High-Service"," Husband","White"," Male","United-States"
"16246","0",79,"None","None",40," Private"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"16247","0",54,"None","None",40," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16248","0",27,"None","None",62," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16250","0",34,"None","None",65," Private"," HS-Graduate","Not-Married"," Service"," Unmarried","White"," Female","United-States"
"16251","0",18,"None","None",3," Private"," Dropout","Never-Married"," High-Service"," Other-relative","White"," Male","United-States"
"16252","0",28,"Low","None",40," Private"," Dropout","Married"," Sales"," Husband","White"," Male","United-States"
"16253","0",18,"None","None",40," Private"," HS-Graduate","Never-Married"," Administration"," Own-child","White"," Female","United-States"
"16254","0",46,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16255","0",23,"None","None",35," Private"," HS-Graduate","Never-Married"," Administration"," Own-child","White"," Female","United-States"
"16257","0",29,"None","None",50," Private"," Bachelors","Never-Married"," High-Service"," Not-in-family","White"," Male","United-States"
"16258","0",41,"None","None",40," Private"," Dropout","Not-Married"," Blue-Collar"," Unmarried","White"," Female","United-States"
"16259","0",41,"None","None",40," Private"," Dropout","Not-Married"," Service"," Not-in-family","White"," Male","United-States"
"16260","0",34,"None","None",55," Private"," Associates","Married"," High-Service"," Husband","White"," Male","United-States"
"16261","0",49,"None","None",50," Self-Employed"," Associates","Not-Married"," Sales"," Not-in-family","White"," Male","United-States"
"16262","0",49,"None","None",50," Private"," HS-Graduate","Not-Married"," Sales"," Unmarried","White"," Male","United-States"
"16263","0",30,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16264","0",28,"None","None",40," Private"," Bachelors","Never-Married"," Sales"," Not-in-family","White"," Male","United-States"
"16265","0",62,"None","None",40," Other-gov"," Bachelors","Married"," Management"," Husband","White"," Male","United-States"
"16266","0",41,"None","None",52," Private"," HS-Graduate","Married"," High-Service"," Husband","White"," Male","United-States"
"16267","0",20,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16268","0",61,"None","None",40," Private"," Dropout","Not-Married"," Service"," Not-in-family","Asian"," Male","Asia-Emerging"
"16269","0",30,"None","None",60," Private"," Bachelors","Never-Married"," Service"," Not-in-family","White"," Male","Western-Frontier"
"16270","0",29,"None","None",55," Federal-gov"," Prof-School","Never-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"16271","0",50,"None","Low",45," Private"," Masters","Not-Married"," Sales"," Not-in-family","White"," Female","United-States"
"16272","0",62,"None","None",40," Private"," Associates","Not-Married"," Sales"," Not-in-family","White"," Female","United-States"
"16273","0",57,"None","None",40," Private"," HS-Graduate","Widowed"," Blue-Collar"," Unmarried","White"," Female","United-States"
"16274","0",35,"None","None",45," Private"," Bachelors","Never-Married"," Management"," Not-in-family","White"," Male","United-States"
"16275","0",26,"None","None",40," Private"," Bachelors","Never-Married"," Sales"," Not-in-family","White"," Female","United-States"
"16276","0",60,"None","None",40," Private"," Dropout","Married"," Blue-Collar"," Wife","White"," Female","United-States"
"16277","0",22,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16279","0",26,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16280","0",26,"None","None",20," Private"," HS-Graduate","Never-Married"," Administration"," Own-child","White"," Male","United-States"
"16281","0",32,"None","None",40," Private"," Bachelors","Never-Married"," Management"," Not-in-family","White"," Male","United-States"
"16282","0",66,"None","None",50," Self-Employed"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"16283","0",24,"None","None",30," Private"," Dropout","Never-Married"," Blue-Collar"," Own-child","White"," Female","United-States"
"16284","0",19,"None","None",25," Private"," HS-Graduate","Never-Married"," Service"," Own-child","White"," Male","United-States"
"16285","0",37,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16288","0",34,"None","None",25," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"16289","0",35,"None","None",15," Self-Employed"," HS-Graduate","Not-Married"," Blue-Collar"," Own-child","Amer-Indian"," Male","United-States"
"16290","0",42,"None","None",40," Federal-gov"," Masters","Married"," High-Service"," Husband","White"," Male","United-States"
"16291","0",29,"None","None",80," Self-Employed"," Bachelors","Not-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"16292","0",34,"None","None",40," Private"," HS-Graduate","Never-Married"," Service"," Not-in-family","White"," Male","United-States"
"16293","0",62,"None","None",40," Self-Employed"," HS-Graduate","Not-Married"," Management"," Not-in-family","Black"," Male","United-States"
"16294","0",35,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16295","0",37,"None","None",40," Private"," HS-Graduate","Married"," Administration"," Wife","White"," Female","United-States"
"16296","0",47,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16297","0",37,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16298","0",22,"None","None",30," Private"," Associates","Never-Married"," Service"," Not-in-family","White"," Female","United-States"
"16299","0",31,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16301","0",63,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16302","0",30,"None","None",40," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16304","0",35,"None","None",60," Self-Employed"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"16305","0",50,"None","None",40," Other-gov"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16306","0",18,"None","None",10," Private"," HS-Graduate","Never-Married"," Sales"," Own-child","White"," Female","United-States"
"16307","0",33,"None","None",40," Private"," Associates","Married"," Service"," Husband","White"," Male","United-States"
"16308","0",59,"None","None",70," Self-Employed"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16309","0",17,"None","None",20," Private"," Dropout","Never-Married"," Service"," Own-child","White"," Male","United-States"
"16311","0",26,"None","None",40," Private"," Bachelors","Never-Married"," High-Service"," Not-in-family","White"," Male","United-States"
"16312","0",55,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16313","0",36,"None","None",40," Other-gov"," HS-Graduate","Never-Married"," Service"," Unmarried","Black"," Female","United-States"
"16315","0",39,"None","None",28," Private"," HS-Graduate","Not-Married"," Sales"," Unmarried","Black"," Female","South-America-Emerging"
"16316","0",39,"None","None",45," Federal-gov"," HS-Graduate","Never-Married"," Management"," Unmarried","White"," Female","United-States"
"16317","0",55,"None","None",40," Federal-gov"," Bachelors","Not-Married"," High-Service"," Unmarried","White"," Male","United-States"
"16318","0",31,"None","None",40," Private"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"16320","0",30,"None","None",40," Private"," HS-Graduate","Married"," Administration"," Own-child","Amer-Indian"," Female","United-States"
"16321","0",47,"None","None",40," Federal-gov"," Bachelors","Not-Married"," Management"," Not-in-family","White"," Female","United-States"
"16322","0",31,"None","None",40," Private"," Associates","Not-Married"," Management"," Not-in-family","White"," Male","United-States"
"16323","0",32,"None","None",47," Self-Employed"," Bachelors","Not-Married"," Blue-Collar"," Unmarried","Asian"," Male","Other"
"16324","0",33,"None","None",40," Private"," Associates","Never-Married"," Blue-Collar"," Unmarried","Black"," Female","United-States"
"16325","0",31,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Unmarried","White"," Male","United-States"
"16326","0",32,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16327","0",46,"None","None",35," Private"," HS-Graduate","Not-Married"," Service"," Not-in-family","White"," Male","South-America-Emerging"
"16328","0",29,"None","None",20," Private"," HS-Graduate","Not-Married"," Service"," Not-in-family","White"," Female","Western-Developed"
"16329","0",41,"None","None",40," Other-gov"," HS-Graduate","Married"," Blue-Collar"," Husband","Black"," Male","United-States"
"16330","0",23,"None","None",24," Private"," Bachelors","Never-Married"," Administration"," Own-child","Black"," Male","United-States"
"16331","0",45,"None","None",40," Self-Employed"," HS-Graduate","Not-Married"," Blue-Collar"," Not-in-family","Asian"," Male","Asia-Emerging"
"16332","0",47,"None","None",40," Private"," HS-Graduate","Not-Married"," Sales"," Not-in-family","White"," Female","United-States"
"16334","0",53,"Low","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16335","0",38,"None","None",55," Self-Employed"," HS-Graduate","Not-Married"," Sales"," Unmarried","White"," Male","United-States"
"16336","0",26,"None","None",70," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16337","0",18,"None","None",20," Private"," Dropout","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"16338","0",43,"None","None",40," Private"," Dropout","Not-Married"," Service"," Not-in-family","Black"," Female","United-States"
"16339","0",26,"None","None",32," Private"," Bachelors","Never-Married"," Administration"," Own-child","Black"," Female","United-States"
"16340","0",47,"None","None",40," Private"," Bachelors","Not-Married"," Administration"," Not-in-family","White"," Female","United-States"
"16342","0",32,"None","Low",38," Other-gov"," HS-Graduate","Not-Married"," Service"," Unmarried","White"," Female","United-States"
"16343","0",58,"None","None",40," Self-Employed"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"16344","0",55,"None","None",60," Self-Employed"," Dropout","Never-Married"," Service"," Other-relative","White"," Female","United-States"
"16345","0",40,"None","None",55," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16346","0",33,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Unmarried","White"," Male","United-States"
"16347","0",49,"None","None",55," Self-Employed"," HS-Graduate","Widowed"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16348","0",25,"None","None",48," Private"," Associates","Never-Married"," Blue-Collar"," Own-child","Black"," Male","United-States"
"16349","0",57,"None","None",40," Private"," Dropout","Married"," Administration"," Husband","Black"," Male","United-States"
"16350","0",29,"None","None",40," Private"," HS-Graduate","Married"," High-Service"," Husband","White"," Male","United-States"
"16351","0",28,"Low","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Unmarried","White"," Male","United-States"
"16353","0",19,"None","None",20," Private"," HS-Graduate","Never-Married"," Service"," Own-child","White"," Female","United-States"
"16354","0",40,"None","None",45," Private"," HS-Graduate","Never-Married"," Sales"," Unmarried","Black"," Female","United-States"
"16355","0",28,"None","None",40," Private"," HS-Graduate","Never-Married"," Administration"," Unmarried","Black"," Female","United-States"
"16356","0",20,"None","None",10," Private"," HS-Graduate","Never-Married"," Service"," Not-in-family","White"," Female","Western-Developed"
"16357","0",19,"None","None",30," Private"," HS-Graduate","Never-Married"," Management"," Own-child","Black"," Male","United-States"
"16359","0",24,"None","None",30," Federal-gov"," Bachelors","Never-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"16360","0",31,"None","None",45," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16361","0",28,"None","None",35," Self-Employed"," HS-Graduate","Not-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16362","0",41,"None","None",45," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16363","0",23,"None","None",35," Federal-gov"," HS-Graduate","Never-Married"," Sales"," Not-in-family","White"," Female","United-States"
"16364","0",33,"None","None",40," Private"," Dropout","Never-Married"," Blue-Collar"," Own-child","Black"," Male","United-States"
"16365","0",34,"None","None",50," Private"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"16366","0",47,"None","None",50," Other-gov"," Bachelors","Not-Married"," High-Service"," Not-in-family","White"," Male","United-States"
"16367","0",45,"None","None",40," Private"," HS-Graduate","Widowed"," Blue-Collar"," Unmarried","Other"," Male","South-America-Emerging"
"16368","0",35,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","Asian"," Male","Asia-Frontier"
"16369","0",39,"None","None",35," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16370","0",23,"None","None",40," Private"," HS-Graduate","Never-Married"," Blue-Collar"," Own-child","Black"," Male","United-States"
"16371","0",25,"None","None",40," Private"," Associates","Never-Married"," Administration"," Unmarried","White"," Female","United-States"
"16372","0",37,"None","None",40," Private"," Dropout","Never-Married"," Service"," Not-in-family","White"," Male","United-States"
"16373","0",25,"None","None",48," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"16374","0",34,"None","None",40," Other-gov"," HS-Graduate","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","United-States"
"16375","0",33,"None","None",40," Private"," HS-Graduate","Not-Married"," Administration"," Unmarried","White"," Female","United-States"
"16377","0",61,"None","None",25," Private"," HS-Graduate","Not-Married"," Service"," Not-in-family","White"," Male","United-States"
"16378","0",22,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16379","0",29,"None","None",40," Private"," Associates","Married"," Blue-Collar"," Husband","Asian"," Male","Asia-Frontier"
"16380","0",37,"None","None",40," Private"," HS-Graduate","Not-Married"," Blue-Collar"," Other-relative","Black"," Male","United-States"
"16381","0",35,"None","None",40," Private"," Dropout","Not-Married"," Blue-Collar"," Unmarried","White"," Female","United-States"
"16383","0",18,"None","None",20," Private"," Dropout","Never-Married"," Blue-Collar"," Own-child","White"," Male","United-States"
"16384","0",37,"None","None",48," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"16387","0",25,"None","None",50," Self-Employed"," HS-Graduate","Not-Married"," Administration"," Own-child","White"," Female","United-States"
"16388","0",50,"None","None",40," Other-gov"," HS-Graduate","Widowed"," Service"," Unmarried","Black"," Female","United-States"
"16389","0",18,"None","None",20," Private"," Dropout","Never-Married"," Blue-Collar"," Own-child","Black"," Male","United-States"
"16390","0",25,"None","None",40," Private"," Dropout","Never-Married"," Blue-Collar"," Not-in-family","White"," Male","South-America-Emerging"
"16391","0",23,"None","None",40," Private"," Bachelors","Never-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"16393","0",47,"Low","None",65," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
